model_name,evaluation_split,threshold_source,threshold_strategy,threshold,accuracy,balanced_accuracy,roc_auc,pr_auc,f1,f1_macro,f1_weighted,precision,recall,specificity,mcc,tn,fp,fn,tp
lightgbm,PAH_unique,MASTER_CV,f1_macro_opt,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64
lightgbm,PAH_unique,MASTER_CV,mcc_opt,0.585,0.7692307692307693,0.7330432172869148,0.8100240096038416,0.8369009452622664,0.8280254777070064,0.7386880635288279,0.7531958487372501,0.7303370786516854,0.9558823529411765,0.5102040816326531,0.5389456120519612,25,24,3,65
lightgbm,PAH_unique,MASTER_CV,youden_j,0.681,0.7606837606837606,0.7285414165666266,0.8100240096038416,0.8369009452622664,0.8181818181818182,0.7340909090909091,0.7477466977466979,0.7325581395348837,0.9264705882352942,0.5306122448979592,0.5109958045339434,26,23,5,63
lightgbm,PAH_unique,MASTER_CV,balanced_accuracy_opt,0.681,0.7606837606837606,0.7285414165666266,0.8100240096038416,0.8369009452622664,0.8181818181818182,0.7340909090909091,0.7477466977466979,0.7325581395348837,0.9264705882352942,0.5306122448979592,0.5109958045339434,26,23,5,63
lightgbm,PAH_unique,MASTER_CV,recall_constrained_f1,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64
lightgbm,PAH_unique,MASTER_CV,specificity_constrained_f1,0.631,0.7692307692307693,0.7358943577430972,0.8100240096038416,0.8369009452622664,0.8258064516129032,0.7420171498570844,0.7556239595439268,0.735632183908046,0.9411764705882353,0.5306122448979592,0.5330645374168639,26,23,4,64
lightgbm,panel_unique_combined,MASTER_CV,default_0.5,0.5,0.7508532423208191,0.7698442661632845,0.8681453515809344,0.8098509862418657,0.7697160883280757,0.7491703118220304,0.746856282386196,0.6524064171122995,0.9384615384615385,0.6012269938650306,0.5580009424229152,98,65,8,122
lightgbm,panel_unique_combined,MASTER_CV,f1_macro_opt,0.631,0.757679180887372,0.7752005663048608,0.8681453515809344,0.8098509862418657,0.7731629392971247,0.7565448396119323,0.7546731765074568,0.6612021857923497,0.9307692307692308,0.6196319018404908,0.5647066601372233,101,62,9,121
lightgbm,panel_unique_combined,MASTER_CV,mcc_opt,0.585,0.757679180887372,0.775979235488438,0.8681453515809344,0.8098509862418657,0.7746031746031746,0.7563052773384877,0.7542444220151612,0.6594594594594595,0.9384615384615385,0.6134969325153374,0.5684262680854277,100,63,8,122
lightgbm,panel_unique_combined,MASTER_CV,youden_j,0.681,0.757679180887372,0.7744218971212837,0.8681453515809344,0.8098509862418657,0.7717041800643086,0.7567611809412452,0.7550781810400129,0.6629834254143646,0.9230769230769231,0.6257668711656442,0.5611331646981176,102,61,10,120
lightgbm,panel_unique_combined,MASTER_CV,balanced_accuracy_opt,0.681,0.757679180887372,0.7744218971212837,0.8681453515809344,0.8098509862418657,0.7717041800643086,0.7567611809412452,0.7550781810400129,0.6629834254143646,0.9230769230769231,0.6257668711656442,0.5611331646981176,102,61,10,120
lightgbm,panel_unique_combined,MASTER_CV,recall_constrained_f1,0.631,0.757679180887372,0.7752005663048608,0.8681453515809344,0.8098509862418657,0.7731629392971247,0.7565448396119323,0.7546731765074568,0.6612021857923497,0.9307692307692308,0.6196319018404908,0.5647066601372233,101,62,9,121
lightgbm,panel_unique_combined,MASTER_CV,specificity_constrained_f1,0.631,0.757679180887372,0.7752005663048608,0.8681453515809344,0.8098509862418657,0.7731629392971247,0.7565448396119323,0.7546731765074568,0.6612021857923497,0.9307692307692308,0.6196319018404908,0.5647066601372233,101,62,9,121
